FID,Departamento,Provincia,Municipio,Asiento_Electoral,Id_Localidad,Tipo_Circunscripcion,Latitud,Longitud,Tipo_Urbano_Rural,Estado,Geometry_X,Geometry_Y
1311,Cochabamba,Ayopaya,Morochata,Piusillas,851.0,Uninominal,-17.230844,-66.493648,Rural,Habilitado TSE,-66.493648,-17.230844
1312,Cochabamba,Ayopaya,Morochata,Chinchiri,853.0,Uninominal,-17.184409,-66.609676,Rural,Habilitado TSE,-66.609676,-17.184409
1313,Cochabamba,Ayopaya,Morochata,Punacachi,858.0,Uninominal,-17.251245,-66.611326,Rural,Habilitado TSE,-66.611326,-17.251245
1314,Cochabamba,Ayopaya,Morochata,Chaupisuyo  B,861.0,Uninominal,-17.305913,-66.550131,Rural,Habilitado TSE,-66.550131,-17.305913
1315,Cochabamba,Ayopaya,Morochata,Yayani,860.0,Uninominal,-17.211811,-66.656232,Rural,Habilitado TSE,-66.656232,-17.211811
1316,Cochabamba,Ayopaya,Morochata,Pucarani Grande,3649.0,Uninominal,-17.085789,-66.662435,Rural,Habilitado TSE,-66.662435,-17.085789
1317,Cochabamba,Ayopaya,Morochata,Iglesiani,3650.0,Uninominal,-17.310375,-66.501843,Rural,Habilitado TSE,-66.501843,-17.310375
1318,Cochabamba,Ayopaya,Morochata,Humamarca,3849.0,Uninominal,-17.101987,-66.556196,Rural,Habilitado TSE,-66.556196,-17.101987
1319,Cochabamba,Ayopaya,Morochata,Lachiraya,4245.0,Uninominal,-17.2083,-66.58991,Rural,Habilitado TSE,-66.58991,-17.2083
1320,Cochabamba,Ayopaya,Morochata,Sauce Rancho,4246.0,Uninominal,-17.1522,-66.53128,Rural,Habilitado TSE,-66.53128,-17.1522
1321,Cochabamba,Ayopaya,Morochata,Tuiruni Grande,4249.0,Uninominal,-17.124249,-66.608811,Rural,Habilitado TSE,-66.608811,-17.124249
1322,Cochabamba,Ayopaya,Cocapata,Huajchamayu,4522.0,Uninominal,-16.776056,-66.609058,Rural,Habilitado TSE,-66.609058,-16.776056
1323,Cochabamba,Ayopaya,Cocapata,Lagunillas,4478.0,Uninominal,-16.714087,-66.584702,Rural,Habilitado TSE,-66.584702,-16.714087
1324,Cochabamba,Ayopaya,Cocapata,Cocapata,852.0,Uninominal,-16.792439,-66.675772,Rural,Habilitado TSE,-66.675772,-16.792439
1325,Cochabamba,Ayopaya,Cocapata,Tunari,2919.0,Uninominal,-16.932904,-66.738914,Rural,Habilitado TSE,-66.738914,-16.932904
1326,Cochabamba,Ayopaya,Cocapata,Rinconada,3008.0,Uninominal,-16.860436,-66.66877,Rural,Habilitado TSE,-66.66877,-16.860436
1327,Cochabamba,Ayopaya,Cocapata,El Choro,864.0,Uninominal,-16.794128,-66.651079,Urbano,Habilitado TSE,-66.651079,-16.794128
1328,Cochabamba,Ayopaya,Cocapata,Chillavi,3006.0,Uninominal,-16.852303,-66.598843,Rural,Habilitado TSE,-66.598843,-16.852303
1329,Cochabamba,Ayopaya,Cocapata,Falsuri,3007.0,Uninominal,-16.838369,-66.630282,Urbano,Habilitado TSE,-66.630282,-16.838369
1330,Cochabamba,Ayopaya,Cocapata,Icari,855.0,Uninominal,-17.020579,-66.341896,Rural,Habilitado TSE,-66.341896,-17.020579
1331,Cochabamba,Ayopaya,Cocapata,Villa Vinto,2925.0,Uninominal,-16.846758,-66.467511,Rural,Habilitado TSE,-66.467511,-16.846758
1332,Cochabamba,Ayopaya,Cocapata,Machacayma,3116.0,Uninominal,-16.899947,-66.408869,Rural,Habilitado TSE,-66.408869,-16.899947
1333,Cochabamba,Ayopaya,Cocapata,Chiaraje,3010.0,Uninominal,-17.05231,-66.386693,Rural,Habilitado TSE,-66.386693,-17.05231
1334,Cochabamba,Ayopaya,Cocapata,Calientes,859.0,Uninominal,-17.012251,-66.552735,Rural,Habilitado TSE,-66.552735,-17.012251
1335,Cochabamba,Ayopaya,Cocapata,Viscachas,857.0,Uninominal,-17.107348,-66.45755,Rural,Habilitado TSE,-66.45755,-17.107348
1336,Cochabamba,Ayopaya,Cocapata,Maravillas,3651.0,Uninominal,-16.600807,-66.714637,Rural,Habilitado TSE,-66.714637,-16.600807
1337,Cochabamba,Ayopaya,Cocapata,El Chorito,3652.0,Uninominal,-16.942531,-66.604283,Rural,Habilitado TSE,-66.604283,-16.942531
1338,Cochabamba,Ayopaya,Cocapata,Colorado,3653.0,Uninominal,-15.88327,-66.879213,Rural,Habilitado TSE,-66.879213,-15.88327
1339,Cochabamba,Ayopaya,Cocapata,Totorani,3654.0,Uninominal,-17.013609,-66.391652,Rural,Habilitado TSE,-66.391652,-17.013609
1340,Cochabamba,Ayopaya,Cocapata,Sequerancho,4111.0,Uninominal,-16.47605,-66.784481,Rural,Habilitado TSE,-66.784481,-16.47605
1341,Cochabamba,Ayopaya,Cocapata,Tocorani,4204.0,Uninominal,-16.733714,-66.54463,Rural,Habilitado TSE,-66.54463,-16.733714
1342,Cochabamba,Ayopaya,Cocapata,Muñoz Cueva,4359.0,Uninominal,-16.842145,-66.519441,Rural,Habilitado TSE,-66.519441,-16.842145
1343,Cochabamba,Ayopaya,Cocapata,La aguada,4429.0,Uninominal,-16.99385,-66.68889,Rural,Habilitado TSE,-66.68889,-16.99385
1344,Cochabamba,Esteban Arze,Tarata,Tarata,865.0,Uninominal,-17.61162,-66.023402,Urbano,Habilitado TSE,-66.023402,-17.61162
1345,Cochabamba,Esteban Arze,Tarata,Huerta Mayu,869.0,Uninominal,-17.637958,-66.113834,Rural,Habilitado TSE,-66.113834,-17.637958
1346,Cochabamba,Esteban Arze,Tarata,Huayculi,866.0,Uninominal,-17.643704,-65.979338,Rural,Habilitado TSE,-65.979338,-17.643704
1347,Cochabamba,Esteban Arze,Tarata,Huasa Rancho,867.0,Uninominal,-17.614089,-65.967346,Rural,Habilitado TSE,-65.967346,-17.614089
1348,Cochabamba,Esteban Arze,Tarata,Izata,868.0,Uninominal,-17.754213,-66.074244,Rural,Habilitado TSE,-66.074244,-17.754213
1349,Cochabamba,Esteban Arze,Anzaldo,Phinquina,4606.0,Uninominal,-17.775459,-65.983146,Rural,Habilitado TSE,-65.983146,-17.775459
1350,Cochabamba,Esteban Arze,Anzaldo,Anzaldo,870.0,Uninominal,-17.78299,-65.93351,Urbano,Habilitado TSE,-65.93351,-17.78299
1351,Cochabamba,Esteban Arze,Anzaldo,Paccha Pata,871.0,Uninominal,-17.702328,-65.946458,Rural,Habilitado TSE,-65.946458,-17.702328
1352,Cochabamba,Esteban Arze,Anzaldo,La Viña,872.0,Uninominal,-17.969778,-65.85647,Rural,Habilitado TSE,-65.85647,-17.969778
1353,Cochabamba,Esteban Arze,Anzaldo,Quiriria,873.0,Uninominal,-17.900183,-65.945749,Rural,Habilitado TSE,-65.945749,-17.900183
1354,Cochabamba,Esteban Arze,Anzaldo,Alfamayu,3119.0,Uninominal,-17.865629,-65.937985,Rural,Habilitado TSE,-65.937985,-17.865629
1355,Cochabamba,Esteban Arze,Anzaldo,Thago Kasa,3724.0,Uninominal,-17.891263,-65.828879,Rural,Habilitado TSE,-65.828879,-17.891263
1356,Cochabamba,Esteban Arze,Arbieto,Arbieto,875.0,Uninominal,-17.583519,-66.014793,Urbano,Habilitado TSE,-66.014793,-17.583519
1357,Cochabamba,Esteban Arze,Arbieto,Mamanaca,876.0,Uninominal,-17.584409,-66.052419,Urbano,Habilitado TSE,-66.052419,-17.584409
1358,Cochabamba,Esteban Arze,Arbieto,Aranjuez,877.0,Uninominal,-17.595027,-65.981725,Urbano,Habilitado TSE,-65.981725,-17.595027
1359,Cochabamba,Esteban Arze,Arbieto,Arpita,878.0,Uninominal,-17.568223,-66.075142,Rural,Habilitado TSE,-66.075142,-17.568223
1360,Cochabamba,Esteban Arze,Arbieto,Llave Mayu,3725.0,Uninominal,-17.490553,-66.094661,Rural,Habilitado TSE,-66.094661,-17.490553
1361,Cochabamba,Esteban Arze,Arbieto,T'ajra,4176.0,Uninominal,-17.533371,-66.11525,Rural,Habilitado TSE,-66.11525,-17.533371
1362,Cochabamba,Esteban Arze,Arbieto,Angostura,4242.0,Uninominal,-17.512,-66.0876,Urbano,Habilitado TSE,-66.0876,-17.512
1363,Cochabamba,Esteban Arze,Sacabamba,Sacabamba,879.0,Uninominal,-17.816988,-65.775741,Urbano,Habilitado TSE,-65.775741,-17.816988
1364,Cochabamba,Esteban Arze,Sacabamba,Challaque,880.0,Uninominal,-17.831792,-65.756991,Rural,Habilitado TSE,-65.756991,-17.831792
1365,Cochabamba,Esteban Arze,Sacabamba,Matarani,881.0,Uninominal,-17.803076,-65.801449,Rural,Habilitado TSE,-65.801449,-17.803076
1366,Cochabamba,Esteban Arze,Sacabamba,Quekoma,882.0,Uninominal,-17.703069,-65.823501,Rural,Habilitado TSE,-65.823501,-17.703069
1367,Cochabamba,Esteban Arze,Sacabamba,Apillapa,883.0,Uninominal,-17.76226,-65.851524,Rural,Habilitado TSE,-65.851524,-17.76226
1368,Cochabamba,Arani,Arani,Arani,884.0,Uninominal,-17.573062,-65.768033,Urbano,Habilitado TSE,-65.768033,-17.573062
1369,Cochabamba,Arani,Arani,Collpaciaco,885.0,Uninominal,-17.601281,-65.761086,Rural,Habilitado TSE,-65.761086,-17.601281
1370,Cochabamba,Arani,Arani,Pocoata,886.0,Uninominal,-17.609979,-65.726536,Rural,Habilitado TSE,-65.726536,-17.609979
1371,Cochabamba,Arani,Arani,Serrano,4426.0,Uninominal,-17.550155,-65.686303,Rural,Habilitado TSE,-65.686303,-17.550155
1372,Cochabamba,Arani,Vacas,Vacas,887.0,Uninominal,-17.57544,-65.581715,Rural,Habilitado TSE,-65.581715,-17.57544
1373,Cochabamba,Arani,Vacas,Rodeo  A,889.0,Uninominal,-17.629795,-65.637333,Rural,Habilitado TSE,-65.637333,-17.629795
1374,Cochabamba,Arani,Vacas,Leguajes  Totorapampa,891.0,Uninominal,-17.678623,-65.550662,Rural,Habilitado TSE,-65.550662,-17.678623
1375,Cochabamba,Arani,Vacas,Cañadas,3996.0,Uninominal,-17.534146,-65.641415,Rural,Habilitado TSE,-65.641415,-17.534146
1376,Cochabamba,Arque,Arque,Arque,892.0,Uninominal,-17.820402,-66.404257,Urbano,Habilitado TSE,-66.404257,-17.820402
1377,Cochabamba,Arque,Arque,Pongo Kasa,893.0,Uninominal,-17.711735,-66.551692,Rural,Habilitado TSE,-66.551692,-17.711735
1378,Cochabamba,Arque,Arque,Ovejeria Larama,894.0,Uninominal,-17.948938,-66.292193,Rural,Habilitado TSE,-66.292193,-17.948938
1379,Cochabamba,Arque,Arque,Colcha,895.0,Uninominal,-17.856514,-66.418945,Rural,Habilitado TSE,-66.418945,-17.856514
1380,Cochabamba,Arque,Arque,Tujsuma,896.0,Uninominal,-17.904479,-66.398612,Rural,Habilitado TSE,-66.398612,-17.904479
1381,Cochabamba,Arque,Arque,Tarujayña,3655.0,Uninominal,-17.674643,-66.473977,Rural,Habilitado TSE,-66.473977,-17.674643
1382,Cochabamba,Arque,Arque,Huaycha,3656.0,Uninominal,-17.889549,-66.320599,Rural,Habilitado TSE,-66.320599,-17.889549
1383,Cochabamba,Arque,Arque,Changolla,3657.0,Uninominal,-17.774079,-66.468264,Rural,Habilitado TSE,-66.468264,-17.774079
1384,Cochabamba,Arque,Arque,K'utimarca,4205.0,Uninominal,-17.714595,-66.463413,Rural,Habilitado TSE,-66.463413,-17.714595
1385,Cochabamba,Arque,Tacopaya,Tacopaya,897.0,Uninominal,-17.83494,-66.536528,Urbano,Habilitado TSE,-66.536528,-17.83494
1386,Cochabamba,Arque,Tacopaya,San Miguel de Aquerani,898.0,Uninominal,-17.769385,-66.597497,Rural,Habilitado TSE,-66.597497,-17.769385
1387,Cochabamba,Arque,Tacopaya,Auqui Pampa,2929.0,Uninominal,-17.782836,-66.537366,Rural,Habilitado TSE,-66.537366,-17.782836
1388,Cochabamba,Arque,Tacopaya,Ventilla,901.0,Uninominal,-17.797516,-66.670289,Rural,Habilitado TSE,-66.670289,-17.797516
1389,Cochabamba,Arque,Tacopaya,Comunidad  Micayani Grande,902.0,Uninominal,-17.862158,-66.701849,Rural,Habilitado TSE,-66.701849,-17.862158
1390,Cochabamba,Arque,Tacopaya,Totora Pampa,903.0,Uninominal,-17.882626,-66.616891,Rural,Habilitado TSE,-66.616891,-17.882626
1391,Cochabamba,Arque,Tacopaya,Tujuta,904.0,Uninominal,-17.711787,-66.739954,Rural,Habilitado TSE,-66.739954,-17.711787
1392,Cochabamba,Arque,Tacopaya,Aguas Calientes,905.0,Uninominal,-17.822171,-66.613104,Rural,Habilitado TSE,-66.613104,-17.822171
1393,Cochabamba,Arque,Tacopaya,Chiquiruyo,4124.0,Uninominal,-17.757577,-66.721284,Rural,Habilitado TSE,-66.721284,-17.757577
1394,Cochabamba,Arque,Tacopaya,Yarviri Grande,4243.0,Uninominal,-17.827,-66.595,Rural,Habilitado TSE,-66.595,-17.827
1395,Cochabamba,Capinota,Capinota,Capinota,907.0,Uninominal,-17.714764,-66.262678,Urbano,Habilitado TSE,-66.262678,-17.714764
1396,Cochabamba,Capinota,Capinota,Irpa Irpa,909.0,Uninominal,-17.721667,-66.285065,Urbano,Habilitado TSE,-66.285065,-17.721667
1397,Cochabamba,Capinota,Capinota,Mollini,3120.0,Uninominal,-17.685724,-66.194885,Rural,Habilitado TSE,-66.194885,-17.685724
1398,Cochabamba,Capinota,Capinota,Charamoco,910.0,Uninominal,-17.613476,-66.291351,Rural,Habilitado TSE,-66.291351,-17.613476
1399,Cochabamba,Capinota,Capinota,Hornoma,2932.0,Uninominal,-17.886468,-66.201753,Rural,Habilitado TSE,-66.201753,-17.886468
1400,Cochabamba,Capinota,Capinota,Apillapampa,912.0,Uninominal,-17.862399,-66.2554,Rural,Habilitado TSE,-66.2554,-17.862399
1401,Cochabamba,Capinota,Capinota,Tocohalla,3121.0,Uninominal,-17.86209,-66.130537,Rural,Habilitado TSE,-66.130537,-17.86209
1402,Cochabamba,Capinota,Capinota,Yatamoco,3953.0,Uninominal,-17.732934,-66.271156,Rural,Habilitado TSE,-66.271156,-17.732934
1403,Cochabamba,Capinota,Capinota,Playa Ancha,4250.0,Uninominal,-17.648658,-66.241112,Rural,Habilitado TSE,-66.241112,-17.648658
1404,Cochabamba,Capinota,Santivañez,Santivañez,913.0,Uninominal,-17.548941,-66.247992,Urbano,Habilitado TSE,-66.247992,-17.548941
1405,Cochabamba,Capinota,Santivañez,Chojtama,914.0,Uninominal,-17.551038,-66.269029,Rural,Habilitado TSE,-66.269029,-17.551038
1406,Cochabamba,Capinota,Santivañez,Huayñacota,915.0,Uninominal,-17.548031,-66.179589,Rural,Habilitado TSE,-66.179589,-17.548031
1407,Cochabamba,Capinota,Santivañez,Rocha Rancho,916.0,Uninominal,-17.550338,-66.141315,Rural,Habilitado TSE,-66.141315,-17.550338
1408,Cochabamba,Capinota,Santivañez,Calera,917.0,Uninominal,-17.578486,-66.21689,Rural,Habilitado TSE,-66.21689,-17.578486
1409,Cochabamba,Capinota,Santivañez,Pampa Churihua,918.0,Uninominal,-17.617668,-66.146672,Rural,Habilitado TSE,-66.146672,-17.617668
1410,Cochabamba,Capinota,Santivañez,Caporaya,919.0,Uninominal,-17.503446,-66.282098,Rural,Habilitado TSE,-66.282098,-17.503446
1411,Cochabamba,Capinota,Santivañez,Poquera,920.0,Uninominal,-17.61516,-66.262876,Rural,Habilitado TSE,-66.262876,-17.61516
1412,Cochabamba,Capinota,Sicaya,Sicaya,921.0,Uninominal,-17.800571,-66.333821,Urbano,Habilitado TSE,-66.333821,-17.800571
1413,Cochabamba,Capinota,Sicaya,Orcoma,922.0,Uninominal,-17.748411,-66.354281,Rural,Habilitado TSE,-66.354281,-17.748411
1414,Cochabamba,Germán Jordán,Cliza,Cliza,923.0,Uninominal,-17.591951,-65.934132,Urbano,Habilitado TSE,-65.934132,-17.591951
1415,Cochabamba,Germán Jordán,Cliza,Chullpas,924.0,Uninominal,-17.604435,-65.945806,Rural,Habilitado TSE,-65.945806,-17.604435
1416,Cochabamba,Germán Jordán,Cliza,Huasacalle,925.0,Uninominal,-17.5931,-65.909517,Urbano,Habilitado TSE,-65.909517,-17.5931
1417,Cochabamba,Germán Jordán,Cliza,Ucureña,926.0,Uninominal,-17.580861,-65.906685,Urbano,Habilitado TSE,-65.906685,-17.580861
1418,Cochabamba,Germán Jordán,Cliza,Santa Lucia,927.0,Uninominal,-17.586057,-65.958095,Urbano,Habilitado TSE,-65.958095,-17.586057
1419,Cochabamba,Germán Jordán,Cliza,San Isidro,932.0,Uninominal,-17.563193,-65.971541,Rural,Habilitado TSE,-65.971541,-17.563193
1420,Cochabamba,Germán Jordán,Cliza,Villa El Carmen,4235.0,Uninominal,-17.598,-65.9554,Urbano,Habilitado TSE,-65.9554,-17.598
1421,Cochabamba,Germán Jordán,Toco,Toco,928.0,Uninominal,-17.629488,-65.927832,Rural,Habilitado TSE,-65.927832,-17.629488
1422,Cochabamba,Germán Jordán,Toco,Siches,930.0,Uninominal,-17.667593,-65.945882,Rural,Habilitado TSE,-65.945882,-17.667593
1423,Cochabamba,Germán Jordán,Toco,Ana Rancho,4112.0,Uninominal,-17.611287,-65.910766,Rural,Habilitado TSE,-65.910766,-17.611287
1424,Cochabamba,Germán Jordán,Toco,Chullpa Loma,4113.0,Uninominal,-17.639466,-65.911404,Rural,Habilitado TSE,-65.911404,-17.639466
1425,Cochabamba,Germán Jordán,Tolata,Junta Vecinal de la Comunidad de Complejo Carcaje,4453.0,Uninominal,-17.542572,-66.055066,Urbano,Habilitado TSE,-66.055066,-17.542572
1426,Cochabamba,Germán Jordán,Tolata,Tolata,931.0,Uninominal,-17.533148,-65.964068,Urbano,Habilitado TSE,-65.964068,-17.533148
1427,Cochabamba,Germán Jordán,Tolata,Carcaje,933.0,Uninominal,-17.545462,-66.008202,Urbano,Habilitado TSE,-66.008202,-17.545462
1428,Cochabamba,Quillacollo,Quillacollo,Quillacollo,934.0,Uninominal,-17.394691,-66.281109,Urbano,Habilitado TSE,-66.281109,-17.394691
1429,Cochabamba,Quillacollo,Quillacollo,Illataco,935.0,Uninominal,-17.370104,-66.298566,Urbano,Habilitado TSE,-66.298566,-17.370104
1430,Cochabamba,Quillacollo,Quillacollo,Piñami,936.0,Uninominal,-17.386688,-66.253171,Urbano,Habilitado TSE,-66.253171,-17.386688
1431,Cochabamba,Quillacollo,Quillacollo,Paucarpata,937.0,Uninominal,-17.36322,-66.297003,Urbano,Habilitado TSE,-66.297003,-17.36322
1432,Cochabamba,Quillacollo,Quillacollo,Cotapachi,938.0,Uninominal,-17.395624,-66.270529,Urbano,Habilitado TSE,-66.270529,-17.395624
1433,Cochabamba,Quillacollo,Quillacollo,El Paso,939.0,Uninominal,-17.340447,-66.257633,Urbano,Habilitado TSE,-66.257633,-17.340447
1434,Cochabamba,Quillacollo,Quillacollo,Bella Vista,940.0,Uninominal,-17.32156,-66.281686,Urbano,Habilitado TSE,-66.281686,-17.32156
1435,Cochabamba,Quillacollo,Quillacollo,Misicuni,941.0,Uninominal,-17.117207,-66.323508,Rural,Habilitado TSE,-66.323508,-17.117207
1436,Cochabamba,Quillacollo,Quillacollo,Liriuni,3863.0,Uninominal,-17.28487,-66.299851,Rural,Habilitado TSE,-66.299851,-17.28487
1437,Cochabamba,Quillacollo,Quillacollo,Potrero,4262.0,Uninominal,-17.32691,-66.301935,Rural,Habilitado TSE,-66.301935,-17.32691
1438,Cochabamba,Quillacollo,Sipesipe,Sipe Sipe,942.0,Uninominal,-17.453836,-66.357497,Urbano,Habilitado TSE,-66.357497,-17.453836
1439,Cochabamba,Quillacollo,Sipesipe,Suticollo,943.0,Uninominal,-17.466785,-66.335733,Urbano,Habilitado TSE,-66.335733,-17.466785
1440,Cochabamba,Quillacollo,Sipesipe,Viloma,944.0,Uninominal,-17.412134,-66.376001,Urbano,Habilitado TSE,-66.376001,-17.412134000000002
1441,Cochabamba,Quillacollo,Sipesipe,Sauce Rancho,945.0,Uninominal,-17.426151,-66.329409,Urbano,Habilitado TSE,-66.329409,-17.426151
1442,Cochabamba,Quillacollo,Sipesipe,Itapaya,946.0,Uninominal,-17.583887,-66.320162,Urbano,Habilitado TSE,-66.320162,-17.583887
1443,Cochabamba,Quillacollo,Sipesipe,Parotani,947.0,Uninominal,-17.563994,-66.345065,Urbano,Habilitado TSE,-66.345065,-17.563994
1444,Cochabamba,Quillacollo,Sipesipe,Mallco Rancho,949.0,Uninominal,-17.419747,-66.363952,Urbano,Habilitado TSE,-66.363952,-17.419747
1445,Cochabamba,Quillacollo,Sipesipe,Uchu Uchu,950.0,Uninominal,-17.375525,-66.471087,Rural,Habilitado TSE,-66.471087,-17.375525
1446,Cochabamba,Quillacollo,Sipesipe,Caramarca,3954.0,Uninominal,-17.452535,-66.305003,Rural,Habilitado TSE,-66.305003,-17.452535
1447,Cochabamba,Quillacollo,Sipesipe,Mallco Chapi,3955.0,Uninominal,-17.421497,-66.335318,Urbano,Habilitado TSE,-66.335318,-17.421497
1448,Cochabamba,Quillacollo,Sipesipe,Siqui Siquia,3956.0,Uninominal,-17.440354,-66.376734,Rural,Habilitado TSE,-66.376734,-17.440354
1449,Cochabamba,Quillacollo,Sipesipe,Caviloma,3957.0,Uninominal,-17.438037,-66.345747,Urbano,Habilitado TSE,-66.345747,-17.438037
1450,Cochabamba,Quillacollo,Sipesipe,Viloma Cala Cala,4247.0,Uninominal,-17.419142,-66.385918,Rural,Habilitado TSE,-66.385918,-17.419142
1451,Cochabamba,Quillacollo,Tiquipaya,Tiquipaya,951.0,Uninominal,-17.338015,-66.218772,Urbano,Habilitado TSE,-66.218772,-17.338015
1452,Cochabamba,Quillacollo,Tiquipaya,Trojes,952.0,Uninominal,-17.339626,-66.199689,Urbano,Habilitado TSE,-66.199689,-17.339626
1453,Cochabamba,Quillacollo,Tiquipaya,Cuatro Esquinas (Tiquipaya),953.0,Uninominal,-17.359417,-66.232933,Urbano,Habilitado TSE,-66.232933,-17.359417
1454,Cochabamba,Quillacollo,Tiquipaya,Chapisirca,954.0,Uninominal,-17.148068,-66.144252,Rural,Habilitado TSE,-66.144252,-17.148068
1455,Cochabamba,Quillacollo,Tiquipaya,Ciudad del Niño,955.0,Uninominal,-17.345926,-66.192863,Urbano,Habilitado TSE,-66.192863,-17.345926
1456,Cochabamba,Quillacollo,Tiquipaya,Rumi Mayu (Tiquipaya),956.0,Uninominal,-17.362529,-66.207421,Urbano,Habilitado TSE,-66.207421,-17.362529
1457,Cochabamba,Quillacollo,Tiquipaya,Linde   Chiquicollo,957.0,Uninominal,-17.359938,-66.202635,Urbano,Habilitado TSE,-66.202635,-17.359938
1458,Cochabamba,Quillacollo,Tiquipaya,Callaj Chullpa (Tiquipaya),958.0,Uninominal,-17.352971,-66.243533,Urbano,Habilitado TSE,-66.243533,-17.352971
1459,Cochabamba,Quillacollo,Tiquipaya,Waripucara,3115.0,Uninominal,-17.027827,-66.272101,Rural,Habilitado TSE,-66.272101,-17.027827
1460,Cochabamba,Quillacollo,Tiquipaya,Rumy Corral,4078.0,Uninominal,-17.12449,-66.203027,Rural,Habilitado TSE,-66.203027,-17.12449
1461,Cochabamba,Quillacollo,Tiquipaya,4 Esquinas,4200.0,Uninominal,-17.196928,-66.244859,Rural,Habilitado TSE,-66.244859,-17.196928
1462,Cochabamba,Quillacollo,Vinto,Vinto,959.0,Uninominal,-17.397223,-66.313651,Urbano,Habilitado TSE,-66.313651,-17.397223
1463,Cochabamba,Quillacollo,Vinto,Machac Marca,960.0,Uninominal,-17.383649,-66.338745,Urbano,Habilitado TSE,-66.338745,-17.383649
1464,Cochabamba,Quillacollo,Vinto,Keraya,3175.0,Uninominal,-17.297839,-66.457376,Rural,Habilitado TSE,-66.457376,-17.297839
1465,Cochabamba,Quillacollo,Vinto,La Chulla,961.0,Uninominal,-17.370303,-66.326721,Urbano,Habilitado TSE,-66.326721,-17.370303
1466,Cochabamba,Quillacollo,Vinto,Anocaraire,962.0,Uninominal,-17.381174,-66.318512,Urbano,Habilitado TSE,-66.318512,-17.381174
1467,Cochabamba,Quillacollo,Vinto,Thiomoko,3958.0,Uninominal,-17.397347,-66.346053,Urbano,Habilitado TSE,-66.346053,-17.397347
1468,Cochabamba,Quillacollo,Vinto,Llave Grande,4109.0,Uninominal,-17.344869,-66.385044,Rural,Habilitado TSE,-66.385044,-17.344869
1469,Cochabamba,Quillacollo,Vinto,Vilomilla,4411.0,Uninominal,-17.40704,-66.368981,Rural,Habilitado TSE,-66.368981,-17.40704
1470,Cochabamba,Quillacollo,Colcapirhua,Esquilan Grande,4515.0,Uninominal,-17.417523,-66.247617,Rural,Habilitado TSE,-66.247617,-17.417523
1471,Cochabamba,Quillacollo,Colcapirhua,Colcapirhua,963.0,Uninominal,-17.391771,-66.230493,Urbano,Habilitado TSE,-66.230493,-17.391771
1472,Cochabamba,Quillacollo,Colcapirhua,San Jose (Cuatro Esquinas),964.0,Uninominal,-17.367353,-66.235428,Urbano,Habilitado TSE,-66.235428,-17.367353
1473,Cochabamba,Quillacollo,Colcapirhua,Callaj Chullpa (Colcapirhua),965.0,Uninominal,-17.353372,-66.243179,Urbano,Habilitado TSE,-66.243179,-17.353372
1474,Cochabamba,Quillacollo,Colcapirhua,Sumunpaya,966.0,Uninominal,-17.395768,-66.231258,Urbano,Habilitado TSE,-66.231258,-17.395768
1475,Cochabamba,Quillacollo,Colcapirhua,Rumi Mayu (Colcapirhua),967.0,Uninominal,-17.379201,-66.212726,Urbano,Habilitado TSE,-66.212726,-17.379201
1476,Cochabamba,Quillacollo,Colcapirhua,Santa Rosa (Colcapirhua),968.0,Uninominal,-17.386807,-66.213523,Urbano,Habilitado TSE,-66.213523,-17.386807
1477,Cochabamba,Quillacollo,Colcapirhua,La Florida,970.0,Uninominal,-17.393179,-66.226227,Urbano,Habilitado TSE,-66.226227,-17.393179
1478,Cochabamba,Chapare,Sacaba,Sacaba,971.0,Uninominal,-17.403941,-66.040191,Urbano,Habilitado TSE,-66.040191,-17.403941
